trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
922,False,"{'a': 0.35, 'e': 0.07799999999999918}",20,8,24.068043971569562,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.35, 'e': 0.07699999999999918}",25,8,31.502842095926894,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.35, 'e': 0.07599999999999918}",20,9,-1.5226589488861744,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
925,False,"{'a': 0.35, 'e': 0.07499999999999918}",20,5,24.16047233283693,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.35, 'e': 0.07399999999999918}",20,9,19.450750005495426,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.35, 'e': 0.07299999999999918}",25,10,27.161432574298484,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.35, 'e': 0.07199999999999918}",30,19,20.77508053908956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.35, 'e': 0.07099999999999917}",25,16,14.972822802156482,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.35, 'e': 0.06999999999999917}",25,16,-4.763612910658775,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
931,False,"{'a': 0.35, 'e': 0.06899999999999917}",25,17,17.080036297796685,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.35, 'e': 0.06799999999999917}",30,20,7.907650603684288,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
933,False,"{'a': 0.35, 'e': 0.06699999999999917}",30,14,10.27520864292922,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
934,False,"{'a': 0.35, 'e': 0.06599999999999917}",35,17,21.02037738060613,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
935,False,"{'a': 0.35, 'e': 0.06499999999999917}",25,17,1.465624707264674,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
936,False,"{'a': 0.35, 'e': 0.06399999999999917}",30,18,21.57180794597377,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.35, 'e': 0.06299999999999917}",30,24,9.891715434212651,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.35, 'e': 0.06199999999999917}",25,19,11.022568589802693,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.35, 'e': 0.060999999999999166}",20,12,13.994818807880211,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.35, 'e': 0.059999999999999165}",35,15,35.28554964308159,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.35, 'e': 0.058999999999999164}",25,16,5.531591608139681,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
942,False,"{'a': 0.35, 'e': 0.05799999999999916}",25,4,33.64289085804915,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.35, 'e': 0.05699999999999916}",25,17,15.385517014757994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.35, 'e': 0.05599999999999916}",20,8,23.14767716454072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.35, 'e': 0.05499999999999916}",25,5,34.56183855488523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.35, 'e': 0.05399999999999916}",25,14,19.874544565144127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.35, 'e': 0.05299999999999916}",20,2,6.567280951340086,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
948,False,"{'a': 0.35, 'e': 0.05199999999999916}",25,5,35.002715007742225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.35, 'e': 0.05099999999999916}",25,18,12.976300881076902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.35, 'e': 0.049999999999999156}",20,8,20.989258660538024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.35, 'e': 0.048999999999999155}",20,10,23.79941059871818,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.35, 'e': 0.047999999999999154}",20,12,6.282481823483492,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
953,False,"{'a': 0.35, 'e': 0.046999999999999154}",35,19,30.759135116466418,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.35, 'e': 0.04599999999999915}",30,15,-26.39600610697829,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
955,False,"{'a': 0.35, 'e': 0.04499999999999915}",25,19,11.382733644174143,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.35, 'e': 0.04399999999999915}",20,7,19.49398159483924,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.35, 'e': 0.04299999999999915}",20,5,27.7062018991108,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.35, 'e': 0.04199999999999915}",20,7,18.915930436038035,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.35, 'e': 0.04099999999999915}",25,20,8.976707512589343,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.35, 'e': 0.03999999999999915}",30,0,36.48581702727016,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
961,False,"{'a': 0.35, 'e': 0.038999999999999146}",20,13,12.071378855392975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.35, 'e': 0.037999999999999146}",25,15,8.849573736526766,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
963,False,"{'a': 0.35, 'e': 0.036999999999999145}",20,8,19.13711325437247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.35, 'e': 0.035999999999999144}",20,8,22.955408760893956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.35, 'e': 0.03499999999999914}",20,0,18.83330641781473,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
966,False,"{'a': 0.35, 'e': 0.03399999999999914}",25,16,17.61212979691109,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.35, 'e': 0.03299999999999914}",25,16,13.406033403595874,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.35, 'e': 0.03199999999999914}",20,13,15.530192493619172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.35, 'e': 0.03099999999999914}",20,16,8.457912664873106,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.35, 'e': 0.02999999999999914}",20,16,9.446800527451726,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.35, 'e': 0.028999999999999138}",30,18,24.03102463829306,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.35, 'e': 0.027999999999999137}",20,4,27.291291659952286,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.35, 'e': 0.026999999999999136}",20,7,10.688876837172808,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
974,False,"{'a': 0.35, 'e': 0.025999999999999135}",25,11,27.450533641668923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.35, 'e': 0.024999999999999134}",25,18,1.4015603223749733,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
976,False,"{'a': 0.35, 'e': 0.023999999999999133}",20,10,20.789953539005005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.35, 'e': 0.022999999999999132}",30,0,46.82593585327531,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
978,False,"{'a': 0.35, 'e': 0.02199999999999913}",25,7,25.28286644598925,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
979,False,"{'a': 0.35, 'e': 0.02099999999999913}",20,1,29.899624613799787,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.35, 'e': 0.01999999999999913}",20,3,29.8460258794373,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.35, 'e': 0.01899999999999913}",20,6,29.040615738973244,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.35, 'e': 0.017999999999999128}",20,11,14.857310154405862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.35, 'e': 0.016999999999999127}",20,16,7.95677666628548,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.35, 'e': 0.015999999999999126}",35,9,42.929360641201136,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.35, 'e': 0.014999999999999125}",30,21,16.709531053821173,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.35, 'e': 0.013999999999999124}",30,20,19.03734130140637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.35, 'e': 0.012999999999999123}",25,15,18.375504656470746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.35, 'e': 0.011999999999999122}",20,13,16.418800866481742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.35, 'e': 0.010999999999999122}",20,8,24.054056993097117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.35, 'e': 0.00999999999999912}",20,14,12.025387600455488,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.35, 'e': 0.00899999999999912}",20,6,25.193577077579903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.35, 'e': 0.007999999999999119}",25,9,29.328075023020503,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.35, 'e': 0.006999999999999119}",25,13,23.363461645010304,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.35, 'e': 0.005999999999999119}",20,6,21.55664563652176,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.35, 'e': 0.004999999999999119}",25,13,23.489157397606,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.35, 'e': 0.003999999999999119}",20,14,11.92862019498826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.35, 'e': 0.002999999999999119}",20,12,7.96241857792243,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.35, 'e': 0.001999999999999119}",20,16,8.560517979068393,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.35, 'e': 0.0009999999999991188}",20,13,13.957039783447883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.35, 'e': -8.81239525796218e-16}",25,17,11.147695899891477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.35, 'e': -0.0010000000000008813}",25,13,23.334155198084925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.35, 'e': -0.0020000000000008813}",20,3,29.26705963373961,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.35, 'e': -0.0030000000000008813}",30,16,28.793305411708705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.35, 'e': -0.004000000000000881}",30,13,33.137134781362036,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.35, 'e': -0.005000000000000881}",20,9,22.523863761823126,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.35, 'e': -0.006000000000000881}",35,21,24.789171915212084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.35, 'e': -0.007000000000000881}",30,21,18.20139438684289,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.35, 'e': -0.008000000000000881}",25,19,12.525800000365253,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.35, 'e': -0.009000000000000882}",30,16,26.341651287629283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.35, 'e': -0.010000000000000883}",20,14,8.90391902967074,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.35, 'e': -0.011000000000000884}",25,19,10.54737323344817,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.35, 'e': -0.012000000000000885}",20,7,23.13740138251111,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.35, 'e': -0.013000000000000886}",30,8,37.494792383704294,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.35, 'e': -0.014000000000000887}",20,15,9.20002572526111,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.35, 'e': -0.015000000000000888}",20,7,23.9433796951993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.35, 'e': -0.01600000000000089}",25,12,25.560216120730047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.35, 'e': -0.01700000000000089}",25,13,21.858504584964564,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.35, 'e': -0.01800000000000089}",25,18,11.303393435981421,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.35, 'e': -0.01900000000000089}",25,14,16.83432760378638,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.35, 'e': -0.020000000000000892}",20,6,26.3869356716661,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.35, 'e': -0.021000000000000893}",20,15,10.837754321358934,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.35, 'e': -0.022000000000000894}",25,16,17.650027402730935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.35, 'e': -0.023000000000000895}",30,16,24.257810033201125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.35, 'e': -0.024000000000000896}",20,2,30.74020609094604,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.35, 'e': -0.025000000000000897}",20,15,9.052702535129672,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.35, 'e': -0.026000000000000897}",25,11,26.177135898115406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.35, 'e': -0.0270000000000009}",20,3,32.266836069561926,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.35, 'e': -0.0280000000000009}",20,16,7.038787340800068,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.35, 'e': -0.0290000000000009}",20,5,25.466560095791777,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.35, 'e': -0.0300000000000009}",25,16,15.097931085988666,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.35, 'e': -0.031000000000000902}",30,14,29.897396443863922,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.35, 'e': -0.0320000000000009}",30,4,41.77753275420109,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.35, 'e': -0.033000000000000904}",20,3,32.61281901897362,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.35, 'e': -0.034000000000000904}",20,10,19.944438914736153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.35, 'e': -0.035000000000000905}",20,3,30.204043933206634,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.35, 'e': -0.036000000000000906}",30,16,23.332421466236347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.35, 'e': -0.03700000000000091}",20,13,12.883153780186634,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.35, 'e': -0.03800000000000091}",25,20,8.290214901354233,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.35, 'e': -0.03900000000000091}",20,13,15.096623819614571,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.35, 'e': -0.04000000000000091}",25,13,23.03483181490679,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
